<<<<<<< HEAD
timestamp,cpu_usage,memory_usage,response_time,error_count,failure,root_cause,cpu_ma,memory_ma,response_ma,error_ma,cpu_std,memory_std,response_std,cpu_change,memory_change,response_change,error_change,cpu_lag1,cpu_lag2,memory_lag1,memory_lag2,response_lag1,response_lag2,error_lag1,error_lag2,anomaly_label,anomaly_score,failure_probability,predicted_failure,predicted_root_cause,alert_status,recommended_action,auto_resolution,resolution_playbook,resolution_confidence,can_auto_execute
2025-01-01 00:04:00,43.6,3.67,140.53,1,0,NORMAL,47.756,3.998,185.408,0.6,4.249215221661524,0.3265271811044219,49.7922541164788,-10.54,-0.4900000000000002,-115.73999999999998,0.0,54.14,48.89,4.16,4.3,256.27,156.52,1.0,0.0,0,0.18565294193205656,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 21:34:00,53.18,4.22,2609.09,14,1,LATENCY_SPIKE,75.664,4.754,1529.0180000000005,10.8,24.93557960024189,0.8700747094359217,955.5711318211736,-39.25000000000001,-2.03,1758.13,4.0,92.43,44.62,6.25,4.77,850.96,2529.62,10.0,21.0,1,-0.025419937746842924,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 21:35:00,51.58,10.34,387.33,14,1,MEMORY_LEAK,66.066,5.946,1469.6740000000002,13.2,22.555856889065407,2.597466072925693,1027.6595701544352,-1.6000000000000014,6.12,-2221.76,0.0,53.18,92.43,4.22,6.25,2609.09,850.96,14.0,10.0,1,-0.0021115496009839196,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 21:36:00,53.38,8.71,423.52,9,1,MEMORY_LEAK,59.038,6.858,1360.1040000000005,13.6,19.005626009158423,2.6097260392615995,1119.200625370625,1.8000000000000045,-1.629999999999999,36.19,-5.0,51.58,53.18,10.34,4.22,387.33,2609.09,14.0,14.0,0,0.024676501552547525,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 21:37:00,68.18,9.65,370.83,15,1,MEMORY_LEAK,63.75,7.834,928.3460000000002,12.4,17.389206422375903,2.545354592193404,960.3724120516974,14.800000000000004,0.9399999999999996,-52.69,6.0,53.38,51.58,8.71,10.34,423.52,387.33,9.0,14.0,0,0.005866548784285164,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 21:38:00,56.46,4.36,3891.2,26,1,LATENCY_SPIKE,56.556,7.456,1536.3940000000002,15.6,6.73371220056211,2.947902644254054,1628.8925732011917,-11.720000000000006,-5.29,3520.37,11.0,68.18,53.38,9.65,8.71,370.83,423.52,15.0,9.0,1,-0.05193287115460421,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 21:39:00,48.1,4.11,3609.01,34,1,LATENCY_SPIKE,55.54,7.434,1736.3780000000002,19.6,7.686299499759229,2.978343499329794,1841.0768882558923,-8.36,-0.25,-282.1899999999996,8.0,56.46,68.18,4.36,9.65,3891.2,370.83,26.0,15.0,1,-0.08443731758024264,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 21:40:00,75.97,9.3,403.58,13,1,MEMORY_LEAK,60.418000000000006,7.226000000000001,1739.6280000000002,19.4,11.39128702122807,2.7524044034262194,1838.1120493511817,27.87,5.19,-3205.4300000000003,-21.0,48.1,56.46,4.11,4.36,3609.01,3891.2,34.0,26.0,1,-0.09743171953226237,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 21:41:00,96.68,4.19,1037.32,11,1,CPU_OVERLOAD,69.078,6.322000000000001,1862.388,19.8,18.771433616002785,2.8823549399753023,1746.4513874625886,20.710000000000008,-5.11,633.74,-2.0,75.97,48.1,9.3,4.11,403.58,3609.01,13.0,34.0,1,-0.04996338845792614,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 21:42:00,61.92,9.14,835.88,12,1,MEMORY_LEAK,67.826,6.220000000000001,1955.398,19.2,19.052952002248876,2.740684221138953,1657.2634749248537,-34.760000000000005,4.95,-201.43999999999997,1.0,96.68,75.97,4.19,9.3,1037.32,403.58,11.0,13.0,1,-0.00610609898464054,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 21:43:00,58.84,4.04,2829.18,19,1,LATENCY_SPIKE,68.30199999999999,6.156000000000001,1742.994,17.8,18.724911748790685,2.798111863382168,1394.334716407793,-3.0799999999999983,-5.1000000000000005,1993.3,7.0,61.92,96.68,9.14,4.19,835.88,1037.32,12.0,11.0,1,-0.010630442130841522,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 21:44:00,90.59,4.87,777.14,9,1,CPU_OVERLOAD,76.8,6.308000000000001,1176.6200000000003,12.8,16.80805907890616,2.6772131032101334,951.7927693568575,31.75,0.8300000000000001,-2052.04,-10.0,58.84,61.92,4.04,9.14,2829.18,835.88,19.0,12.0,1,-0.0015134518607432534,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 21:45:00,68.05,4.14,3357.55,17,1,LATENCY_SPIKE,75.216,5.276000000000001,1767.414,13.6,17.272606346466645,2.1847722993483822,1228.547412019577,-22.540000000000006,-0.7300000000000004,2580.4100000000003,8.0,90.59,58.84,4.87,4.04,777.14,2829.18,9.0,19.0,0,0.008730175441620025,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 21:46:00,90.17,5.9,956.58,9,1,CPU_OVERLOAD,73.914,5.618,1751.266,13.2,15.393298217081345,2.1046424874548224,1241.0102448731034,22.120000000000005,1.760000000000001,-2400.9700000000003,-8.0,68.05,90.59,4.14,4.87,3357.55,777.14,17.0,9.0,0,0.01952708791106783,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 21:47:00,91.91,5.68,1038.76,13,1,CPU_OVERLOAD,79.91199999999999,4.926,1791.842,13.4,15.394272311480009,0.8548567131397001,1206.4334755468285,1.7399999999999949,-0.2200000000000006,82.17999999999995,4.0,90.17,68.05,5.9,4.14,956.58,3357.55,9.0,17.0,0,0.020983066601913847,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 21:48:00,91.13,4.34,999.88,6,1,CPU_OVERLOAD,86.37,4.986,1425.9820000000002,10.8,10.261822450227854,0.7847802240118009,1084.4114658283531,-0.7800000000000011,-1.34,-38.88,-7.0,91.91,90.17,5.68,5.9,1038.76,956.58,13.0,9.0,0,0.02873040805689364,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 21:49:00,61.5,5.62,2625.48,13,1,LATENCY_SPIKE,80.55199999999999,5.136,1795.65,11.6,14.600367118672052,0.827574770035925,1122.3101475082544,-29.629999999999995,1.2800000000000002,1625.6,7.0,91.13,91.91,4.34,5.68,999.88,1038.76,6.0,13.0,0,0.005402850269429438,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 21:50:00,93.06,4.67,790.6,5,1,CPU_OVERLOAD,85.554,5.242,1282.2600000000004,9.2,13.488262675378184,0.6907387349787292,756.813666102824,31.56,-0.9500000000000002,-1834.88,-8.0,61.5,91.13,5.62,4.34,2625.48,999.88,13.0,6.0,1,-0.0025648516939453803,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 21:51:00,89.89,4.73,469.21,9,1,CPU_OVERLOAD,85.498,5.008,1184.7860000000005,9.2,13.46486799044091,0.6049545437468936,836.442561913247,-3.1700000000000017,0.0600000000000005,-321.39000000000004,4.0,93.06,61.5,4.67,5.62,790.6,2625.48,5.0,13.0,0,0.02689389732150027,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 21:52:00,90.18,4.74,615.92,6,1,CPU_OVERLOAD,85.15200000000002,4.82,1100.2180000000003,7.8,13.279867092708429,0.4762877281644052,875.3671854827525,0.2900000000000062,0.0099999999999997,146.70999999999998,-3.0,89.89,93.06,4.73,4.67,469.21,790.6,9.0,5.0,0,0.028253230597795054,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 21:53:00,64.1,6.22,3343.28,25,1,LATENCY_SPIKE,79.746,5.196,1568.8980000000004,11.6,15.546265789571462,0.6946437936093677,1321.743691802612,-26.080000000000013,1.4799999999999995,2727.36,19.0,90.18,89.89,4.74,4.73,615.92,469.21,6.0,9.0,1,-0.016368205353835985,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 21:54:00,68.83,9.88,577.29,9,1,MEMORY_LEAK,81.21200000000002,6.048,1159.2600000000002,10.8,13.622061885045158,2.239457523598075,1226.3696419717817,4.730000000000004,3.660000000000001,-2765.99,-16.0,64.1,90.18,6.22,4.74,3343.28,615.92,25.0,6.0,1,-0.016112232257713854,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 21:55:00,92.62,4.15,808.51,15,1,CPU_OVERLOAD,81.124,5.944,1162.842,12.8,13.527480548867924,2.3297059900339403,1225.0491019016324,23.790000000000006,-5.73,231.22000000000003,6.0,68.83,64.1,9.88,6.22,577.29,3343.28,9.0,25.0,1,-0.0007474931000118756,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 21:56:00,71.65,8.62,666.94,11,1,MEMORY_LEAK,77.476,6.722,1202.388,13.2,13.022531627913208,2.4683435741403645,1199.9953353950991,-20.97,4.469999999999999,-141.56999999999994,-4.0,92.62,68.83,4.15,9.88,808.51,577.29,15.0,9.0,0,0.02850188989626601,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 21:57:00,70.06,9.55,442.49,10,1,MEMORY_LEAK,73.452,7.684,1167.702,14.0,11.079123160250528,2.439924179149844,1223.4622881682933,-1.5900000000000034,0.9300000000000016,-224.45000000000005,-1.0,71.65,92.62,8.62,4.15,666.94,808.51,11.0,15.0,0,0.030031520741820916,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 21:58:00,46.66,5.41,2828.35,14,1,LATENCY_SPIKE,69.96400000000001,7.522,1064.716,11.8,16.28272489480798,2.5840607577996377,994.864494179984,-23.40000000000001,-4.140000000000001,2385.86,4.0,70.06,71.65,9.55,8.62,442.49,666.94,10.0,11.0,0,0.003212255764220684,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 21:59:00,47.06,5.53,3161.46,13,1,LATENCY_SPIKE,65.60999999999999,6.651999999999999,1581.5500000000002,12.6,19.293970560773623,2.3093765392417125,1302.13150501399,0.4000000000000057,0.1200000000000001,333.1100000000001,-1.0,46.66,70.06,5.41,9.55,2828.35,442.49,14.0,10.0,0,0.021405240968150885,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 22:00:00,63.33,8.48,532.71,16,1,MEMORY_LEAK,59.752,7.518000000000001,1526.39,12.8,12.176890818267156,1.914724523266999,1348.0956198838412,16.269999999999996,2.95,-2628.75,3.0,47.06,46.66,5.53,5.41,3161.46,2828.35,13.0,14.0,1,-0.014825823962439255,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:01:00,59.89,8.03,404.43,15,1,MEMORY_LEAK,57.4,7.4,1473.8880000000004,13.6,10.29446210348063,1.8468080571624208,1394.2565080070444,-3.4399999999999977,-0.450000000000001,-128.28000000000003,-1.0,63.33,47.06,8.48,5.53,532.71,3161.46,16.0,13.0,0,0.024303606951344703,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:02:00,89.36,4.46,942.69,9,1,CPU_OVERLOAD,61.260000000000005,6.382,1573.928,13.4,17.396636169098873,1.7665135153742877,1317.5881671903398,29.47,-3.5699999999999994,538.26,-6.0,59.89,63.33,8.03,8.48,404.43,532.71,15.0,16.0,0,0.02844961457063655,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 22:03:00,51.04,8.69,574.28,12,1,MEMORY_LEAK,62.13599999999999,7.037999999999999,1123.1140000000005,13.0,16.56821746597983,1.9178555732901348,1156.904227898747,-38.32,4.23,-368.4100000000001,3.0,89.36,59.89,4.46,8.03,942.69,404.43,9.0,15.0,0,0.04067492197764955,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:04:00,74.94,8.69,412.25,16,1,MEMORY_LEAK,67.71200000000002,7.67,573.2720000000002,13.6,14.82583117400166,1.8145660638290464,219.4035414937323,23.9,0.0,-162.02999999999997,4.0,51.04,89.36,8.69,4.46,574.28,942.69,12.0,9.0,0,0.011098861702449558,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:05:00,61.14,4.44,3154.53,23,1,LATENCY_SPIKE,67.274,6.862,1097.6360000000002,15.0,15.018747617561171,2.2182808658959368,1170.364389871802,-13.799999999999995,-4.249999999999999,2742.28,7.0,74.94,51.04,8.69,8.69,412.25,574.28,16.0,12.0,0,0.014564052086562751,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 22:06:00,48.18,4.91,3405.92,22,1,LATENCY_SPIKE,64.932,6.238,1697.9340000000004,16.4,17.21106969365935,2.246234627103772,1459.8684223689477,-12.96,0.4699999999999997,251.38999999999987,-1.0,61.14,74.94,4.44,8.69,3154.53,412.25,23.0,16.0,0,0.0038072179738057876,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 22:07:00,56.8,4.3,2911.61,20,1,LATENCY_SPIKE,58.42,6.206,2091.7180000000003,18.6,10.514932239439265,2.278800122871688,1470.7268596411786,8.619999999999997,-0.6100000000000003,-494.31,-2.0,48.18,61.14,4.91,4.44,3405.92,3154.53,22.0,23.0,1,-0.024154155580625503,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 22:08:00,53.75,4.39,3452.58,15,1,LATENCY_SPIKE,58.962,5.346,2667.378,19.2,10.101124689855046,1.8842319390138809,1279.116404386249,-3.049999999999997,0.0899999999999998,540.9699999999998,-5.0,56.8,48.18,4.3,4.91,2911.61,3405.92,20.0,22.0,1,-0.021643514724036028,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 22:09:00,53.96,4.64,2414.39,21,1,LATENCY_SPIKE,54.766,4.536,3067.806,20.2,4.738731897881448,0.2433721430238005,424.6300801050348,0.2100000000000008,0.25,-1038.19,6.0,53.75,56.8,4.39,4.3,3452.58,2911.61,15.0,20.0,1,-0.0648221144565031,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 22:10:00,62.24,9.1,353.54,13,1,MEMORY_LEAK,54.986,5.468,2507.608,18.2,5.118913947313348,2.044179542016799,1275.916600946161,8.280000000000001,4.46,-2060.85,-8.0,53.96,53.75,4.64,4.39,2414.39,3452.58,21.0,15.0,1,-0.02843084479096647,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:11:00,57.42,8.85,223.82,10,1,MEMORY_LEAK,56.834,6.256,1871.1880000000008,15.8,3.44021510955335,2.4867911050186797,1491.2598522625096,-4.82,-0.25,-129.72000000000003,-3.0,62.24,53.96,9.1,4.64,353.54,2414.39,13.0,21.0,0,0.018727778046159105,0.992,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:12:00,93.98,5.21,1020.41,9,1,CPU_OVERLOAD,64.27000000000001,6.438,1492.9480000000003,13.6,16.960940422040263,2.336615073134646,1398.3420153059835,36.56,-3.64,796.5899999999999,-1.0,57.42,62.24,8.85,9.1,223.82,353.54,10.0,13.0,0,0.016234346638341002,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 22:13:00,44.92,8.9,631.82,12,1,MEMORY_LEAK,62.504,7.340000000000001,928.796,13.0,18.700617102117228,2.2157504372108434,884.8005465244679,-49.06,3.69,-388.5899999999999,3.0,93.98,57.42,5.21,8.85,1020.41,223.82,9.0,10.0,0,0.020723025280252272,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:14:00,62.95,8.2,650.85,13,1,MEMORY_LEAK,64.30199999999999,8.052,576.0880000000002,11.4,18.096182470344385,1.6242752229841022,308.11434901671714,18.03,-0.7000000000000011,19.029999999999973,1.0,44.92,93.98,8.9,5.21,631.82,1020.41,12.0,9.0,0,0.020759357456791805,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:15:00,67.7,9.3,356.24,14,1,MEMORY_LEAK,65.394,8.092,576.6280000000003,11.6,18.10538262506483,1.65863498094067,307.6287864781113,4.75,1.1000000000000014,-294.61,1.0,62.95,44.92,8.2,8.9,650.85,631.82,13.0,12.0,0,0.012870300010647595,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:16:00,52.28,8.6,391.66,8,1,MEMORY_LEAK,64.366,8.042,610.1960000000001,11.2,18.80377568468629,1.6336523497978557,265.82301636614454,-15.420000000000002,-0.7000000000000011,35.420000000000016,-6.0,67.7,62.95,9.3,8.2,356.24,650.85,14.0,13.0,0,0.005902875147358988,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:17:00,71.47,8.55,462.88,13,1,MEMORY_LEAK,59.864,8.709999999999999,498.6900000000002,12.0,11.027983949933876,0.4129164564413366,135.92832854116557,19.19,-0.0499999999999989,71.21999999999997,5.0,52.28,67.7,8.6,9.3,391.66,356.24,8.0,14.0,1,-0.01463112129443156,0.996,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:18:00,76.86,8.38,481.72,21,1,MEMORY_LEAK,66.252,8.606,468.6700000000002,13.8,9.327029001777545,0.4185450991232225,113.97853306651608,5.390000000000001,-0.1699999999999999,18.840000000000032,8.0,71.47,52.28,8.55,8.6,462.88,391.66,13.0,8.0,1,-0.023268213593586884,0.98,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:19:00,59.87,8.87,619.84,11,1,MEMORY_LEAK,65.636,8.739999999999998,462.4680000000002,13.4,9.694113162120576,0.3590960874196075,101.77784198928012,-16.990000000000002,0.4899999999999984,138.12,-10.0,76.86,71.47,8.38,8.55,481.72,462.88,21.0,13.0,1,-0.031185415976707653,0.984,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:20:00,68.93,8.86,363.56,12,1,MEMORY_LEAK,65.882,8.652,463.9320000000002,13.0,9.77485396310346,0.2108791122896447,99.90320875725102,9.06000000000001,-0.0099999999999997,-256.28000000000003,1.0,59.87,76.86,8.87,8.38,619.84,481.72,11.0,21.0,1,-0.01674988582168835,0.988,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:21:00,49.25,5.34,2855.77,18,1,LATENCY_SPIKE,65.276,8.0,956.7540000000002,15.0,10.86236530411307,1.5015824985661148,1065.5070110421598,-19.680000000000007,-3.52,2492.21,6.0,68.93,59.87,8.86,8.87,363.56,619.84,12.0,11.0,0,0.007007771141897545,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 22:22:00,50.6,3.43,2607.37,19,1,LATENCY_SPIKE,61.10200000000001,6.976000000000001,1385.652,16.2,11.851918410114004,2.467717568928834,1235.1189155178538,1.3500000000000014,-1.91,-248.4000000000001,1.0,49.25,68.93,5.34,8.86,2855.77,363.56,18.0,12.0,0,0.009828618760741925,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 22:23:00,54.28,8.62,413.01,7,1,MEMORY_LEAK,56.586,7.023999999999999,1371.91,13.4,8.033145710118735,2.503922922136389,1248.005421522679,3.68,5.19,-2194.36,-12.0,50.6,49.25,3.43,5.34,2607.37,2855.77,19.0,18.0,1,-0.03409186552515142,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:24:00,49.64,4.72,2298.88,26,1,LATENCY_SPIKE,54.54,6.194,1707.718,16.4,8.28639547692475,2.425629815120192,1220.6452351400062,-4.640000000000001,-3.9,1885.87,19.0,54.28,50.6,8.62,3.43,413.01,2607.37,7.0,19.0,1,-0.021972655864139434,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 22:25:00,93.34,4.78,734.59,8,1,CPU_OVERLOAD,59.422,5.378,1781.9240000000002,15.6,19.06472973844631,1.9427609219870567,1126.1198741164287,43.7,0.0600000000000005,-1564.29,-18.0,49.64,54.28,4.72,8.62,2298.88,413.01,26.0,7.0,1,-0.032677043779189674,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 22:26:00,94.47,3.82,898.58,9,1,CPU_OVERLOAD,68.46600000000001,5.074,1390.486,13.8,23.290441816333143,2.065255432143926,991.6673755498864,1.1299999999999957,-0.9600000000000004,163.99,1.0,93.34,49.64,4.78,4.72,734.59,2298.88,8.0,26.0,0,0.027162415285052255,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 22:27:00,63.89,9.38,489.0,12,1,MEMORY_LEAK,71.124,6.264,966.8120000000002,12.4,21.425450520350783,2.5406455872474663,769.4135400225272,-30.58,5.5600000000000005,-409.58,3.0,94.47,93.34,3.82,4.78,898.58,734.59,9.0,8.0,0,0.012855451079687219,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:28:00,40.5,5.6,4344.45,17,1,LATENCY_SPIKE,68.36800000000001,5.66,1753.1,14.4,24.76050827426609,2.172878275467821,1610.7829223238,-23.39,-3.780000000000001,3855.45,5.0,63.89,94.47,9.38,3.82,489.0,898.58,12.0,9.0,1,-0.03595788320727844,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 22:29:00,67.39,8.7,419.61,10,1,MEMORY_LEAK,71.918,6.456,1377.246,11.2,22.58061713062776,2.4533405796994487,1669.7660851538456,26.89,3.1,-3924.84,-7.0,40.5,63.89,5.6,9.38,4344.45,489.0,17.0,12.0,1,-0.026466774348170463,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:30:00,88.46,4.77,905.47,7,1,CPU_OVERLOAD,70.942,6.453999999999999,1411.422,11.0,21.50296421426589,2.4550519342775683,1655.0076269824256,21.069999999999997,-3.93,485.86,-3.0,67.39,40.5,8.7,5.6,419.61,4344.45,10.0,17.0,0,0.0025997771764370015,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 22:31:00,100.0,4.49,750.86,9,1,CPU_OVERLOAD,72.048,6.587999999999999,1381.8780000000002,11.0,23.098670308050195,2.2879401215941013,1667.720898462929,11.540000000000006,-0.2799999999999993,-154.61,2.0,88.46,67.39,4.77,8.7,905.47,419.61,7.0,10.0,0,0.0338986859305066,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 22:32:00,69.32,9.73,556.71,14,1,MEMORY_LEAK,73.13399999999999,6.658,1395.42,11.4,22.744154853500262,2.397450729420739,1658.909744169344,-30.680000000000007,5.24,-194.15,5.0,100.0,88.46,4.49,4.77,750.86,905.47,9.0,7.0,0,0.00787736509798087,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:33:00,88.88,6.33,727.5,9,1,CPU_OVERLOAD,82.80999999999999,6.803999999999999,672.0300000000002,9.8,14.000178570289735,2.3384139924316303,187.6165519083936,19.56,-3.4000000000000004,170.78999999999996,-5.0,69.32,100.0,9.73,4.49,556.71,750.86,14.0,9.0,0,0.0024301963214928834,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 22:34:00,62.46,4.85,3707.43,12,1,LATENCY_SPIKE,81.824,6.034000000000001,1329.5940000000005,10.2,15.455622925006937,2.186979652397347,1334.9892429641516,-26.419999999999995,-1.4800000000000004,2979.93,3.0,88.88,69.32,6.33,9.73,727.5,556.71,9.0,14.0,0,0.006595448917164903,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 22:35:00,68.93,9.54,300.0,13,1,MEMORY_LEAK,77.918,6.988,1208.5,11.4,15.82276587705196,2.5137263176408124,1408.5141966448182,6.470000000000006,4.69,-3407.43,1.0,62.46,88.88,4.85,6.33,3707.43,727.5,12.0,9.0,1,-0.014082809910074157,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
2025-01-01 22:36:00,87.85,5.9,888.5,12,1,CPU_OVERLOAD,75.488,7.269999999999999,1236.0280000000002,12.0,12.072127815758073,2.2260615445220835,1398.6444906658724,18.919999999999987,-3.639999999999999,588.5,-1.0,68.93,62.46,9.54,4.85,300.0,3707.43,13.0,12.0,0,0.017856545150387815,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 22:37:00,72.78,5.19,2789.4,15,1,LATENCY_SPIKE,76.17999999999999,6.362,1682.5660000000005,12.2,11.724331537448084,1.869082662698476,1481.49724460763,-15.069999999999991,-0.71,1900.9,3.0,87.85,68.93,5.9,9.54,888.5,300.0,12.0,13.0,0,0.023400085404482684,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 22:38:00,52.42,5.48,3647.88,19,1,LATENCY_SPIKE,68.888,6.192,2266.6420000000003,14.2,13.107450934487602,1.910908161058511,1583.0287843624333,-20.36,0.29,858.48,4.0,72.78,87.85,5.19,5.9,2789.4,888.5,15.0,12.0,1,-0.0036493210282151356,1.0,1,LATENCY_SPIKE,ALERT,Check network / API latency / Load balancer
2025-01-01 22:39:00,93.13,4.91,939.67,9,1,CPU_OVERLOAD,75.02199999999999,6.204,1713.09,13.6,16.16668395188079,1.900534135447196,1429.7557547357524,40.71,-0.5700000000000003,-2708.21,-10.0,52.42,72.78,5.48,5.19,3647.88,2789.4,19.0,15.0,1,-0.010800851125227773,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 22:40:00,97.01,5.05,653.61,10,1,CPU_OVERLOAD,80.63799999999999,5.306,1783.8120000000004,13.0,18.26272898555963,0.3933573438999244,1348.8395557552428,3.8800000000000097,0.1399999999999996,-286.05999999999995,1.0,93.13,52.42,4.91,5.48,939.67,3647.88,9.0,19.0,0,0.015241367792525273,1.0,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 22:41:00,94.65,4.64,646.51,9,1,CPU_OVERLOAD,81.998,5.054,1735.414,12.4,19.164969866921258,0.313097428925883,1392.6263873092455,-2.3599999999999994,-0.4100000000000001,-7.100000000000023,-1.0,97.01,93.13,5.05,4.91,653.61,939.67,10.0,9.0,0,0.03228022470540415,0.996,1,CPU_OVERLOAD,ALERT,Scale up CPU / Restart overloaded service
2025-01-01 22:42:00,63.56,9.39,436.31,12,1,MEMORY_LEAK,80.15400000000001,5.894,1264.7960000000005,11.8,20.658962461846915,1.9777841135978451,1344.1550527673503,-31.090000000000003,4.750000000000001,-210.2,3.0,94.65,97.01,4.64,5.05,646.51,653.61,9.0,10.0,0,0.025192592189336227,1.0,1,MEMORY_LEAK,ALERT,Restart service / Check memory leak deployment
